id,created_at,temperatura,vibracao,status,pecas_produzidas,empresa_id,maquina_id,ciclo_id,pressao_envelope,pressao_saco_ar,status_motor_ventilador,status_valvula_entrada_autoclave,status_valvula_descarga_autoclave,status_valvula_entrada_saco_ar,status_valvula_descarga_saco_ar,status_valvula_entrada_envelope,status_valvula_descarga_envelope
4225,2025-11-25 19:15:13.935262+00,46.49,3.28,ativo,18349,null,null,null,0.43,2.88,null,null,null,null,null,null,null
4226,2025-11-25 19:15:14.935459+00,47.26,3.33,ativo,18351,null,null,null,0.39,2.97,null,null,null,null,null,null,null
4227,2025-11-25 19:15:15.935622+00,48.08,3.18,ativo,18356,null,null,null,0.38,3.06,null,null,null,null,null,null,null
4228,2025-11-25 19:15:16.935777+00,49.55,3.1,ativo,18360,null,null,null,0.45,3.08,null,null,null,null,null,null,null
4229,2025-11-25 19:15:17.935933+00,50.4,3.21,ativo,18361,null,null,null,0.39,3.17,null,null,null,null,null,null,null
4230,2025-11-25 19:15:18.936089+00,51.34,3.21,ativo,18363,null,null,null,0.40,3.11,null,null,null,null,null,null,null
4231,2025-11-25 19:15:19.936248+00,52.24,3.33,ativo,18364,null,null,null,0.35,3.08,null,null,null,null,null,null,null
4232,2025-11-25 19:15:20.936446+00,53.04,3.47,ativo,18366,null,null,null,0.43,3.03,null,null,null,null,null,null,null
4233,2025-11-25 19:15:21.936612+00,54.32,3.52,ativo,18370,null,null,null,0.39,3.06,null,null,null,null,null,null,null
4234,2025-11-25 19:15:22.936776+00,55.26,3.37,ativo,18375,null,null,null,0.38,3.07,null,null,null,null,null,null,null
4235,2025-11-25 19:15:23.936939+00,56.06,3.29,ativo,18377,null,null,null,0.34,3.17,null,null,null,null,null,null,null
4236,2025-11-25 19:15:24.937126+00,57.17,3.34,ativo,18379,null,null,null,0.37,3.25,null,null,null,null,null,null,null
4237,2025-11-25 19:15:25.937313+00,57.93,3.43,ativo,18381,null,null,null,0.45,3.22,null,null,null,null,null,null,null
4238,2025-11-25 19:15:26.937495+00,59.18,3.53,ativo,18386,null,null,null,0.46,3.25,null,null,null,null,null,null,null
4239,2025-11-25 19:15:27.937667+00,60,3.47,ativo,18388,null,null,null,0.53,3.23,null,null,null,null,null,null,null
4240,2025-11-25 19:15:28.937842+00,61.22,3.29,ativo,18393,null,null,null,0.44,3.25,null,null,null,null,null,null,null
4241,2025-11-25 19:15:29.938219+00,62.67,3.18,ativo,18394,null,null,null,0.38,3.27,null,null,null,null,null,null,null
4242,2025-11-25 19:15:30.938486+00,63.3,3.3,ativo,18395,null,null,null,0.35,3.29,null,null,null,null,null,null,null
4243,2025-11-25 19:15:31.93867+00,64.48,3.32,ativo,18396,null,null,null,0.26,3.21,null,null,null,null,null,null,null
4244,2025-11-25 19:15:32.938845+00,65.39,3.18,ativo,18401,null,null,null,0.20,3.15,null,null,null,null,null,null,null
4245,2025-11-25 19:15:33.939018+00,66.03,3.26,ativo,18402,null,null,null,0.25,3.11,null,null,null,null,null,null,null
4246,2025-11-25 19:15:34.93919+00,66.9,3.13,ativo,18406,null,null,null,0.29,3.03,null,null,null,null,null,null,null
4247,2025-11-25 19:15:35.939465+00,68.29,3.25,ativo,18411,null,null,null,0.22,3.02,null,null,null,null,null,null,null
4248,2025-11-25 19:15:36.939644+00,69.69,3.33,ativo,18415,null,null,null,0.15,3.06,null,null,null,null,null,null,null
4249,2025-11-25 19:15:37.939824+00,71.04,3.36,ativo,18416,null,null,null,0.23,3.03,null,null,null,null,null,null,null
4250,2025-11-25 19:15:38.940001+00,71.86,3.4,ativo,18418,null,null,null,0.22,3.06,null,null,null,null,null,null,null
4251,2025-11-25 19:15:39.940175+00,71.32,3.42,ativo,18421,null,null,null,0.23,3.03,null,null,null,null,null,null,null
4252,2025-11-25 19:15:40.940394+00,70.48,3.29,ativo,18426,null,null,null,0.25,3.04,null,null,null,null,null,null,null
4253,2025-11-25 19:15:41.940575+00,69.82,3.42,ativo,18431,null,null,null,0.34,3.00,null,null,null,null,null,null,null
4254,2025-11-25 19:15:42.940747+00,68.77,3.37,ativo,18436,null,null,null,0.41,3.07,null,null,null,null,null,null,null
4255,2025-11-25 19:15:43.940916+00,67.79,3.2,ativo,18441,null,null,null,0.41,3.11,null,null,null,null,null,null,null
4256,2025-11-25 19:15:44.941093+00,66.4,3.11,ativo,18442,null,null,null,0.35,3.11,null,null,null,null,null,null,null
4257,2025-11-25 19:15:45.941265+00,65.16,3.1,ativo,18446,null,null,null,0.42,3.13,null,null,null,null,null,null,null
4258,2025-11-25 19:15:46.941469+00,64.07,3.05,ativo,18449,null,null,null,0.34,3.10,null,null,null,null,null,null,null
4259,2025-11-25 19:15:47.941628+00,63.45,2.99,ativo,18452,null,null,null,0.36,3.06,null,null,null,null,null,null,null
4260,2025-11-25 19:15:48.941787+00,62.28,3.11,ativo,18454,null,null,null,0.45,3.16,null,null,null,null,null,null,null
4261,2025-11-25 19:15:49.941943+00,61,3.07,ativo,18456,null,null,null,0.42,3.12,null,null,null,null,null,null,null
4262,2025-11-25 19:15:50.942107+00,60.04,2.95,ativo,18457,null,null,null,0.33,3.04,null,null,null,null,null,null,null
4263,2025-11-25 19:15:51.942268+00,59.37,2.84,ativo,18461,null,null,null,0.42,2.99,null,null,null,null,null,null,null
4264,2025-11-25 19:15:52.942464+00,58.23,2.78,ativo,18464,null,null,null,0.42,2.93,null,null,null,null,null,null,null
4265,2025-11-25 19:15:53.942634+00,57.71,2.88,ativo,18467,null,null,null,0.50,2.84,null,null,null,null,null,null,null
4266,2025-11-25 19:15:54.942808+00,56.53,3.01,ativo,18470,null,null,null,0.43,2.80,null,null,null,null,null,null,null
4267,2025-11-25 19:15:55.942981+00,55.63,3.13,ativo,18475,null,null,null,0.38,2.71,null,null,null,null,null,null,null
4268,2025-11-25 19:15:56.94315+00,54.21,3.22,ativo,18477,null,null,null,0.43,2.70,null,null,null,null,null,null,null
4269,2025-11-25 19:15:57.943351+00,52.97,3.07,ativo,18478,null,null,null,0.37,2.65,null,null,null,null,null,null,null
4270,2025-11-25 19:15:58.943534+00,51.63,3.02,ativo,18483,null,null,null,0.37,2.55,null,null,null,null,null,null,null
4271,2025-11-25 19:15:59.943704+00,50.25,3.03,ativo,18484,null,null,null,0.38,2.60,null,null,null,null,null,null,null
4272,2025-11-25 19:16:00.943873+00,49.11,3.14,ativo,18486,null,null,null,0.42,2.67,null,null,null,null,null,null,null
4273,2025-11-25 19:16:01.944056+00,48.18,3.03,ativo,18491,null,null,null,0.50,2.69,null,null,null,null,null,null,null
4274,2025-11-25 19:16:02.944229+00,47.23,2.92,ativo,18496,null,null,null,0.46,2.77,null,null,null,null,null,null,null
4275,2025-11-25 19:16:03.944424+00,46.23,3.06,ativo,18499,null,null,null,0.50,2.77,null,null,null,null,null,null,null
4276,2025-11-25 19:16:04.944589+00,45.37,3.11,ativo,18500,null,null,null,0.46,2.79,null,null,null,null,null,null,null
4277,2025-11-25 19:16:05.944762+00,44.11,3.07,ativo,18504,null,null,null,0.46,2.71,null,null,null,null,null,null,null
4278,2025-11-25 19:16:06.944932+00,43.02,3.14,ativo,18505,null,null,null,0.44,2.76,null,null,null,null,null,null,null
4279,2025-11-25 19:16:07.945095+00,42.4,3.17,ativo,18510,null,null,null,0.54,2.67,null,null,null,null,null,null,null
4280,2025-11-25 19:16:08.945256+00,41.82,3.21,ativo,18511,null,null,null,0.45,2.59,null,null,null,null,null,null,null
4281,2025-11-25 19:16:09.945465+00,41.13,3.06,ativo,18516,null,null,null,0.51,2.55,null,null,null,null,null,null,null
4282,2025-11-25 19:16:10.945837+00,39.63,3.08,ativo,18520,null,null,null,0.55,2.61,null,null,null,null,null,null,null
4283,2025-11-25 19:16:12.96999+00,38.5,3.11,ativo,18521,null,null,null,0.60,2.69,null,null,null,null,null,null,null
4284,2025-11-25 19:16:13.970211+00,37.58,3.12,ativo,18526,null,null,null,0.53,2.72,null,null,null,null,null,null,null
4285,2025-11-25 19:16:14.972544+00,36.89,3.04,ativo,18529,null,null,null,0.51,2.76,null,null,null,null,null,null,null
4286,2025-11-25 19:16:15.972748+00,35.97,2.93,ativo,18531,null,null,null,0.51,2.75,null,null,null,null,null,null,null
4287,2025-11-25 19:16:16.972924+00,34.91,2.99,ativo,18536,null,null,null,0.58,2.71,null,null,null,null,null,null,null
4288,2025-11-25 19:16:17.973091+00,34.08,2.98,ativo,18537,null,null,null,0.50,2.75,null,null,null,null,null,null,null
4289,2025-11-25 19:16:18.973253+00,33.19,2.88,ativo,18538,null,null,null,0.46,2.68,null,null,null,null,null,null,null
4290,2025-11-25 19:16:19.973433+00,32.4,2.88,ativo,18543,null,null,null,0.49,2.75,null,null,null,null,null,null,null
4291,2025-11-25 19:16:20.97361+00,31.47,2.88,ativo,18547,null,null,null,0.55,2.75,null,null,null,null,null,null,null
4292,2025-11-25 19:16:21.973776+00,30.91,3.03,ativo,18552,null,null,null,0.56,2.69,null,null,null,null,null,null,null
4293,2025-11-25 19:16:22.973942+00,29.73,3.21,ativo,18556,null,null,null,0.54,2.78,null,null,null,null,null,null,null
4294,2025-11-25 19:16:23.974106+00,28.56,3.23,ativo,18561,null,null,null,0.54,2.87,null,null,null,null,null,null,null
4295,2025-11-25 19:16:24.974266+00,27.58,3.28,ativo,18562,null,null,null,0.55,2.87,null,null,null,null,null,null,null
4296,2025-11-25 19:16:25.975237+00,26.15,3.27,ativo,18563,null,null,null,0.60,2.93,null,null,null,null,null,null,null
4297,2025-11-25 19:16:26.975436+00,24.82,3.18,ativo,18564,null,null,null,0.54,2.85,null,null,null,null,null,null,null
4298,2025-11-25 19:16:27.975628+00,23.7,3.19,ativo,18566,null,null,null,0.59,2.91,null,null,null,null,null,null,null
4299,2025-11-25 19:16:28.9758+00,22.55,3.12,ativo,18567,null,null,null,0.56,2.99,null,null,null,null,null,null,null
4300,2025-11-25 19:16:29.97597+00,21.78,3.28,ativo,18568,null,null,null,0.58,2.91,null,null,null,null,null,null,null
4301,2025-11-25 19:16:30.976136+00,20.6,3.19,ativo,18573,null,null,null,0.56,2.81,null,null,null,null,null,null,null
4302,2025-11-25 19:16:31.979915+00,20.09,3.28,ativo,18576,null,null,null,0.51,2.90,null,null,null,null,null,null,null
4303,2025-11-25 19:16:32.98012+00,20,3.36,ativo,18579,null,null,null,0.58,2.81,null,null,null,null,null,null,null
4304,2025-11-25 19:16:33.980313+00,20.9,3.48,ativo,18581,null,null,null,0.51,2.88,null,null,null,null,null,null,null
4305,2025-11-25 19:16:34.980506+00,21.73,3.47,ativo,18582,null,null,null,0.42,2.92,null,null,null,null,null,null,null
4306,2025-11-25 19:16:35.980701+00,22.81,3.32,ativo,18587,null,null,null,0.40,2.85,null,null,null,null,null,null,null
4307,2025-11-25 19:16:36.980894+00,24.27,3.21,ativo,18591,null,null,null,0.41,2.86,null,null,null,null,null,null,null
4308,2025-11-25 19:16:37.981082+00,25.05,3.25,ativo,18592,null,null,null,0.35,2.80,null,null,null,null,null,null,null
4309,2025-11-25 19:16:38.981268+00,26.06,3.16,ativo,18593,null,null,null,0.43,2.83,null,null,null,null,null,null,null
4310,2025-11-25 19:16:39.981463+00,27.24,3.12,ativo,18598,null,null,null,0.40,2.92,null,null,null,null,null,null,null
4311,2025-11-25 19:16:40.981644+00,28.41,3.21,ativo,18600,null,null,null,0.46,2.90,null,null,null,null,null,null,null
4312,2025-11-25 19:16:41.981804+00,29.06,3.13,ativo,18601,null,null,null,0.42,2.90,null,null,null,null,null,null,null
4313,2025-11-25 19:16:42.981959+00,28.43,3.2,ativo,18605,null,null,null,0.45,2.97,null,null,null,null,null,null,null
4314,2025-11-25 19:16:43.982111+00,27.8,3.19,ativo,18608,null,null,null,0.45,2.99,null,null,null,null,null,null,null
4315,2025-11-25 19:16:44.982261+00,26.55,3.08,ativo,18611,null,null,null,0.45,3.09,null,null,null,null,null,null,null
4316,2025-11-25 19:16:45.982456+00,26.02,2.99,ativo,18615,null,null,null,0.54,3.02,null,null,null,null,null,null,null
4317,2025-11-25 19:16:46.982638+00,25.13,3.1,ativo,18617,null,null,null,0.48,3.06,null,null,null,null,null,null,null
4318,2025-11-25 19:16:47.982803+00,23.99,2.98,ativo,18619,null,null,null,0.38,2.99,null,null,null,null,null,null,null
4319,2025-11-25 19:16:48.982974+00,22.86,3.18,ativo,18621,null,null,null,0.45,2.98,null,null,null,null,null,null,null
4320,2025-11-25 19:16:49.983137+00,21.59,3.11,ativo,18625,null,null,null,0.55,3.06,null,null,null,null,null,null,null
4321,2025-11-25 19:16:50.983325+00,20.14,3.14,ativo,18627,null,null,null,0.60,3.03,null,null,null,null,null,null,null
4322,2025-11-25 19:16:51.983517+00,20,3.05,ativo,18632,null,null,null,0.56,3.01,null,null,null,null,null,null,null
4323,2025-11-25 19:16:52.983687+00,20.5,2.98,ativo,18633,null,null,null,0.59,2.95,null,null,null,null,null,null,null
4324,2025-11-25 19:16:53.983855+00,21.11,3.08,ativo,18638,null,null,null,0.64,2.92,null,null,null,null,null,null,null
4325,2025-11-25 19:16:54.984019+00,21.94,3.16,ativo,18640,null,null,null,0.68,2.95,null,null,null,null,null,null,null
4326,2025-11-25 19:16:55.984183+00,22.63,3.21,ativo,18643,null,null,null,0.66,2.96,null,null,null,null,null,null,null
4327,2025-11-25 19:16:56.984366+00,24.04,3.07,ativo,18648,null,null,null,0.67,2.89,null,null,null,null,null,null,null
4328,2025-11-25 19:16:57.984524+00,24.64,3.08,ativo,18650,null,null,null,0.72,2.88,null,null,null,null,null,null,null
4329,2025-11-25 19:16:58.984669+00,25.61,3.04,ativo,18653,null,null,null,0.76,2.95,null,null,null,null,null,null,null
4330,2025-11-25 19:16:59.984813+00,26.26,3.13,ativo,18655,null,null,null,0.72,2.94,null,null,null,null,null,null,null
4331,2025-11-25 19:17:00.984977+00,27.63,3.19,ativo,18657,null,null,null,0.73,2.97,null,null,null,null,null,null,null
4332,2025-11-25 19:17:01.985127+00,28.45,3.24,ativo,18660,null,null,null,0.79,3.00,null,null,null,null,null,null,null
4333,2025-11-25 19:17:02.985273+00,29.26,3.29,ativo,18662,null,null,null,0.89,3.08,null,null,null,null,null,null,null
4334,2025-11-25 19:17:03.985438+00,30.2,3.29,ativo,18664,null,null,null,0.87,3.10,null,null,null,null,null,null,null
4335,2025-11-25 19:17:04.985613+00,31.6,3.26,ativo,18667,null,null,null,0.91,3.17,null,null,null,null,null,null,null
4336,2025-11-25 19:17:05.985779+00,32.54,3.41,ativo,18672,null,null,null,0.97,3.19,null,null,null,null,null,null,null
4337,2025-11-25 19:17:06.985945+00,33.71,3.48,ativo,18676,null,null,null,0.92,3.26,null,null,null,null,null,null,null
4338,2025-11-25 19:17:07.986105+00,34.97,3.4,ativo,18681,null,null,null,0.91,3.34,null,null,null,null,null,null,null
4339,2025-11-25 19:17:08.986265+00,36,3.22,ativo,18683,null,null,null,0.84,3.33,null,null,null,null,null,null,null
4340,2025-11-25 19:17:09.986495+00,36.63,3.16,ativo,18685,null,null,null,0.81,3.34,null,null,null,null,null,null,null
4341,2025-11-25 19:17:10.986663+00,37.29,3.21,ativo,18689,null,null,null,0.87,3.27,null,null,null,null,null,null,null
4342,2025-11-25 19:17:11.986818+00,38.18,3.05,ativo,18692,null,null,null,0.86,3.25,null,null,null,null,null,null,null
4343,2025-11-25 19:17:12.986976+00,37.53,3.14,ativo,18695,null,null,null,0.94,3.33,null,null,null,null,null,null,null
4344,2025-11-25 19:17:13.987135+00,36.35,3.22,ativo,18697,null,null,null,0.84,3.41,null,null,null,null,null,null,null
4345,2025-11-25 19:17:14.987428+00,35.19,3.23,ativo,18699,null,null,null,0.91,3.35,null,null,null,null,null,null,null
4346,2025-11-25 19:17:15.987653+00,34.5,3.35,ativo,18704,null,null,null,1.01,3.38,null,null,null,null,null,null,null
4347,2025-11-25 19:17:16.987805+00,33.31,3.43,ativo,18709,null,null,null,0.95,3.37,null,null,null,null,null,null,null
4348,2025-11-25 19:17:17.987952+00,32.53,3.44,ativo,18710,null,null,null,0.95,3.43,null,null,null,null,null,null,null
4349,2025-11-25 19:17:18.988096+00,31.49,3.27,ativo,18712,null,null,null,1.04,3.49,null,null,null,null,null,null,null
4350,2025-11-25 19:17:19.988242+00,30.22,3.41,ativo,18713,null,null,null,1.01,3.50,null,null,null,null,null,null,null
4351,2025-11-25 19:17:20.988421+00,29.23,3.21,ativo,18716,null,null,null,0.92,3.58,null,null,null,null,null,null,null
4352,2025-11-25 19:17:21.988595+00,27.83,3.16,ativo,18720,null,null,null,1.00,3.58,null,null,null,null,null,null,null
4353,2025-11-25 19:17:22.988755+00,26.36,3.03,ativo,18721,null,null,null,0.98,3.53,null,null,null,null,null,null,null
4354,2025-11-25 19:17:23.98891+00,25.21,2.91,ativo,18722,null,null,null,1.04,3.62,null,null,null,null,null,null,null
4355,2025-11-25 19:17:24.989069+00,23.84,2.83,ativo,18726,null,null,null,1.01,3.53,null,null,null,null,null,null,null
4356,2025-11-25 19:17:25.989226+00,22.67,3.01,ativo,18730,null,null,null,0.94,3.48,null,null,null,null,null,null,null
4357,2025-11-25 19:17:26.989402+00,21.86,3.15,ativo,18733,null,null,null,0.85,3.50,null,null,null,null,null,null,null
4358,2025-11-25 19:17:27.989586+00,20.48,3.31,ativo,18735,null,null,null,0.89,3.45,null,null,null,null,null,null,null
4359,2025-11-25 19:17:28.989763+00,20,3.41,ativo,18739,null,null,null,0.99,3.43,null,null,null,null,null,null,null
4360,2025-11-25 19:17:29.989939+00,20.8,3.23,ativo,18742,null,null,null,0.91,3.48,null,null,null,null,null,null,null
4361,2025-11-25 19:17:30.990106+00,22.13,3.27,ativo,18747,null,null,null,0.94,3.46,null,null,null,null,null,null,null
4362,2025-11-25 19:17:31.990275+00,23.02,3.17,ativo,18752,null,null,null,0.93,3.42,null,null,null,null,null,null,null
4363,2025-11-25 19:17:32.990478+00,23.94,3.08,ativo,18753,null,null,null,1.02,3.43,null,null,null,null,null,null,null
4364,2025-11-25 19:17:33.990648+00,25.43,3.12,ativo,18755,null,null,null,0.98,3.33,null,null,null,null,null,null,null
4365,2025-11-25 19:17:34.990815+00,25.93,3.14,ativo,18759,null,null,null,1.05,3.24,null,null,null,null,null,null,null
4366,2025-11-25 19:17:35.990979+00,26.59,3.15,ativo,18763,null,null,null,1.00,3.24,null,null,null,null,null,null,null
4367,2025-11-25 19:17:36.991147+00,27.38,3.06,ativo,18764,null,null,null,0.95,3.15,null,null,null,null,null,null,null
4368,2025-11-25 19:17:37.991333+00,28.77,3.2,ativo,18766,null,null,null,0.94,3.17,null,null,null,null,null,null,null
4369,2025-11-25 19:17:38.991508+00,30.17,3.31,ativo,18771,null,null,null,0.92,3.21,null,null,null,null,null,null,null
4370,2025-11-25 19:17:39.991663+00,31.39,3.32,ativo,18775,null,null,null,0.91,3.23,null,null,null,null,null,null,null
4371,2025-11-25 19:17:40.991828+00,32.46,3.42,ativo,18778,null,null,null,0.86,3.27,null,null,null,null,null,null,null
4372,2025-11-25 19:17:41.991989+00,33.46,3.4,ativo,18783,null,null,null,0.85,3.19,null,null,null,null,null,null,null
4373,2025-11-25 19:17:42.99215+00,34.75,3.52,ativo,18785,null,null,null,0.94,3.14,null,null,null,null,null,null,null
4374,2025-11-25 19:17:43.992328+00,36.2,3.53,ativo,18787,null,null,null,1.00,3.13,null,null,null,null,null,null,null
4375,2025-11-25 19:17:44.992501+00,37.54,3.39,ativo,18788,null,null,null,0.94,3.21,null,null,null,null,null,null,null
4376,2025-11-25 19:17:45.992665+00,38.15,3.26,ativo,18793,null,null,null,0.84,3.21,null,null,null,null,null,null,null
4377,2025-11-25 19:17:46.992824+00,39.49,3.18,ativo,18798,null,null,null,0.81,3.29,null,null,null,null,null,null,null
4378,2025-11-25 19:17:47.99299+00,40.09,3.34,ativo,18803,null,null,null,0.76,3.38,null,null,null,null,null,null,null
4379,2025-11-25 19:17:48.993151+00,40.68,3.32,ativo,18804,null,null,null,0.72,3.38,null,null,null,null,null,null,null
4380,2025-11-25 19:17:49.995397+00,42.12,3.43,ativo,18807,null,null,null,0.78,3.46,null,null,null,null,null,null,null
4381,2025-11-25 19:17:50.995627+00,41.04,3.23,ativo,18810,null,null,null,0.70,3.49,null,null,null,null,null,null,null
4382,2025-11-25 19:17:51.995802+00,40.07,3.34,ativo,18811,null,null,null,0.64,3.53,null,null,null,null,null,null,null
4383,2025-11-25 19:17:52.99597+00,41.5,3.21,ativo,18812,null,null,null,0.66,3.49,null,null,null,null,null,null,null
4384,2025-11-25 19:17:53.996131+00,42.26,3.28,ativo,18813,null,null,null,0.72,3.49,null,null,null,null,null,null,null
4385,2025-11-25 19:17:54.996321+00,43.49,3.29,ativo,18815,null,null,null,0.72,3.44,null,null,null,null,null,null,null
4386,2025-11-25 19:17:55.996499+00,44.61,3.13,ativo,18817,null,null,null,0.80,3.53,null,null,null,null,null,null,null
4387,2025-11-25 19:17:56.996659+00,45.24,3.12,ativo,18819,null,null,null,0.74,3.60,null,null,null,null,null,null,null
4388,2025-11-25 19:17:57.996813+00,46.41,3.07,ativo,18823,null,null,null,0.83,3.60,null,null,null,null,null,null,null
4389,2025-11-25 19:17:58.996969+00,47.44,3.13,ativo,18828,null,null,null,0.87,3.59,null,null,null,null,null,null,null
4390,2025-11-25 19:17:59.997164+00,48.17,3.11,ativo,18832,null,null,null,0.89,3.67,null,null,null,null,null,null,null
4391,2025-11-25 19:18:00.99736+00,49.08,3.27,ativo,18834,null,null,null,0.92,3.63,null,null,null,null,null,null,null
4392,2025-11-25 19:18:01.997574+00,47.94,3.21,ativo,18835,null,null,null,0.93,3.59,null,null,null,null,null,null,null
4393,2025-11-25 19:18:02.997734+00,47.29,3.15,ativo,18837,null,null,null,0.95,3.52,null,null,null,null,null,null,null
4394,2025-11-25 19:18:03.99789+00,46.38,3.07,ativo,18838,null,null,null,1.01,3.48,null,null,null,null,null,null,null
4395,2025-11-25 19:18:04.998054+00,45.37,3.16,ativo,18840,null,null,null,0.92,3.57,null,null,null,null,null,null,null
4396,2025-11-25 19:18:05.998217+00,44,3.26,ativo,18842,null,null,null,0.91,3.48,null,null,null,null,null,null,null
4397,2025-11-25 19:18:06.999925+00,43.36,3.26,ativo,18847,null,null,null,0.91,3.53,null,null,null,null,null,null,null
4398,2025-11-25 19:18:08.000123+00,42.55,3.24,ativo,18850,null,null,null,0.99,3.45,null,null,null,null,null,null,null
4399,2025-11-25 19:18:09.000451+00,41.77,3.2,ativo,18851,null,null,null,1.02,3.54,null,null,null,null,null,null,null
4400,2025-11-25 19:18:10.000634+00,40.94,3.28,ativo,18855,null,null,null,0.93,3.53,null,null,null,null,null,null,null
4401,2025-11-25 19:18:11.000807+00,40.23,3.2,ativo,18858,null,null,null,0.83,3.45,null,null,null,null,null,null,null
4402,2025-11-25 19:18:12.000976+00,39.15,3.2,ativo,18861,null,null,null,0.82,3.48,null,null,null,null,null,null,null
4403,2025-11-25 19:18:13.001139+00,38.33,3.26,ativo,18862,null,null,null,0.83,3.57,null,null,null,null,null,null,null
4404,2025-11-25 19:18:14.001339+00,36.93,3.31,ativo,18866,null,null,null,0.76,3.59,null,null,null,null,null,null,null
4405,2025-11-25 19:18:15.00151+00,36.2,3.44,ativo,18867,null,null,null,0.86,3.54,null,null,null,null,null,null,null
4406,2025-11-25 19:18:16.001675+00,34.87,3.32,ativo,18868,null,null,null,0.79,3.64,null,null,null,null,null,null,null
4407,2025-11-25 19:18:17.001841+00,33.71,3.24,ativo,18872,null,null,null,0.83,3.61,null,null,null,null,null,null,null
4408,2025-11-25 19:18:18.002003+00,33.12,3.17,ativo,18873,null,null,null,0.80,3.65,null,null,null,null,null,null,null
4409,2025-11-25 19:18:19.002165+00,32.26,3.19,ativo,18877,null,null,null,0.79,3.60,null,null,null,null,null,null,null
4410,2025-11-25 19:18:20.002373+00,31.13,3.28,ativo,18880,null,null,null,0.88,3.61,null,null,null,null,null,null,null
4411,2025-11-25 19:18:21.002545+00,30.52,3.31,ativo,18884,null,null,null,0.95,3.61,null,null,null,null,null,null,null
4412,2025-11-25 19:18:22.002714+00,29.05,3.19,ativo,18886,null,null,null,0.93,3.54,null,null,null,null,null,null,null
4413,2025-11-25 19:18:23.002876+00,28.4,3.23,ativo,18887,null,null,null,0.86,3.51,null,null,null,null,null,null,null
4414,2025-11-25 19:18:24.003039+00,27.85,3.13,ativo,18888,null,null,null,0.95,3.55,null,null,null,null,null,null,null
4415,2025-11-25 19:18:25.003196+00,26.54,3.04,ativo,18891,null,null,null,0.92,3.58,null,null,null,null,null,null,null
4416,2025-11-25 19:18:26.003409+00,25.65,3.11,ativo,18896,null,null,null,0.83,3.55,null,null,null,null,null,null,null
4417,2025-11-25 19:18:27.003584+00,24.92,3.02,ativo,18897,null,null,null,0.74,3.51,null,null,null,null,null,null,null
4418,2025-11-25 19:18:28.003755+00,24.11,3.14,ativo,18902,null,null,null,0.71,3.54,null,null,null,null,null,null,null
4419,2025-11-25 19:18:29.003924+00,23.42,3.15,ativo,18906,null,null,null,0.64,3.44,null,null,null,null,null,null,null
4420,2025-11-25 19:18:30.004092+00,22.59,3.32,ativo,18907,null,null,null,0.68,3.43,null,null,null,null,null,null,null
4421,2025-11-25 19:18:31.004271+00,21.25,3.31,ativo,18912,null,null,null,0.71,3.40,null,null,null,null,null,null,null
4422,2025-11-25 19:18:32.004476+00,20,3.44,ativo,18917,null,null,null,0.67,3.42,null,null,null,null,null,null,null
4423,2025-11-25 19:18:33.004649+00,21.3,3.33,ativo,18920,null,null,null,0.63,3.39,null,null,null,null,null,null,null
4424,2025-11-25 19:18:34.004815+00,21.93,3.25,ativo,18922,null,null,null,0.69,3.39,null,null,null,null,null,null,null
4425,2025-11-25 19:18:35.004981+00,22.44,3.14,ativo,18927,null,null,null,0.70,3.29,null,null,null,null,null,null,null
4426,2025-11-25 19:18:36.005149+00,23.42,3.13,ativo,18931,null,null,null,0.73,3.30,null,null,null,null,null,null,null
4427,2025-11-25 19:18:37.00536+00,24.66,2.99,ativo,18932,null,null,null,0.74,3.33,null,null,null,null,null,null,null
4428,2025-11-25 19:18:38.005532+00,25.29,2.89,ativo,18934,null,null,null,0.73,3.28,null,null,null,null,null,null,null
4429,2025-11-25 19:18:39.005698+00,26.69,3,ativo,18937,null,null,null,0.76,3.34,null,null,null,null,null,null,null
4430,2025-11-25 19:18:40.005862+00,28.14,2.99,ativo,18938,null,null,null,0.69,3.36,null,null,null,null,null,null,null
4431,2025-11-25 19:18:41.006031+00,29.5,2.88,ativo,18942,null,null,null,0.78,3.31,null,null,null,null,null,null,null
4432,2025-11-25 19:18:42.006193+00,30.6,2.85,ativo,18944,null,null,null,0.78,3.24,null,null,null,null,null,null,null
4433,2025-11-25 19:18:43.006418+00,31.33,3.04,ativo,18948,null,null,null,0.75,3.24,null,null,null,null,null,null,null
4434,2025-11-25 19:18:44.006589+00,32.33,3.22,ativo,18953,null,null,null,0.76,3.28,null,null,null,null,null,null,null
4435,2025-11-25 19:18:45.006755+00,33.36,3.34,ativo,18956,null,null,null,0.81,3.34,null,null,null,null,null,null,null
4436,2025-11-25 19:18:46.006923+00,34.1,3.27,ativo,18959,null,null,null,0.86,3.42,null,null,null,null,null,null,null
4437,2025-11-25 19:18:47.007089+00,34.98,3.3,ativo,18960,null,null,null,0.95,3.40,null,null,null,null,null,null,null
4438,2025-11-25 19:18:48.007266+00,35.57,3.34,ativo,18961,null,null,null,0.94,3.43,null,null,null,null,null,null,null
4439,2025-11-25 19:18:49.007456+00,34.56,3.24,ativo,18966,null,null,null,0.99,3.48,null,null,null,null,null,null,null
4440,2025-11-25 19:18:50.007625+00,33.17,3.35,ativo,18971,null,null,null,1.03,3.54,null,null,null,null,null,null,null
